"Datum","Warengruppe","Umsatz","KielerWoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Windspitze","Niederschlagsmenge","Niederschlagsform","Sonnenscheindauer","Relative_Feuchte","Max-Temperatur","Min_Temperatur","Min_Temperatur_Boden","Uebernachtungen","Ankuenfte","Aufenthaltsdauer","Schleswig-Holstein.Feiertage","Baden-Wuerttemberg.Ferien","Bayern.Ferien","Berlin.Ferien","Brandenburg.Ferien","Bremen.Ferien","Hamburg.Ferien","Hessen.Ferien","Mecklenburg-Vorpommern.Ferien","Niedersachsen.Ferien","Nordrhein-Westfalen.Ferien","Rheinland-Pfalz.Ferien","Saarland.Ferien","Sachsen.Ferien","Sachsen-Anhalt.Ferien","Schleswig-Holstein.Ferien","Thueringen.Ferien","Wettergruppe","Wochentag","Warenname","Monat","KalenderWoche","Wochenende","Windchill"
2016-12-14,5,151.302391065882,0,7,4.625,6,5.5,0,0,0,96.96,6,1.5,0.5,46315,25376,1.82514974779319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nebel oder Eisnebel","Mittwoch","Kuchen","Dez","50",0,0.402956071830872
2016-12-15,5,160.830814816579,0,7,0,8,7.9,0,0,0,94.71,1.7,-0.5,-0.3,46315,25376,1.82514974779319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nebel oder Eisnebel","Donnerstag","Kuchen","Dez","50",0,-6.34539686897653
2016-12-16,5,182.735378148739,0,8,-1,5,8.6,0,4,0,88.71,1.2,-1.2,-2.6,46315,25376,1.82514974779319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trockenereignisse","Freitag","Kuchen","Dez","50",0,-6.18640525217063
2016-12-18,5,304.116504309465,0,7,7,8,8.4,0,0,0,89.67,7.7,5.1,3.9,46315,25376,1.82514974779319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bewölkung","Sonntag","Kuchen","Dez","50",1,2.75674860242579
2016-12-19,5,142.177817455165,0,8,5.75,4,5.1,0,0,0,80.25,5.9,3.9,3.1,46315,25376,1.82514974779319,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"Bewölkung","Montag","Kuchen","Dez","51",0,2.76501257157916
2016-12-20,5,195.208051721907,0,8,1.5,7,11.6,0,0,0,89.71,4.4,-0.2,-0.4,46315,25376,1.82514974779319,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"Trockenereignisse","Dienstag","Kuchen","Dez","51",0,-4.00499296698125
2016-12-21,5,190.449251582024,0,6,3.625,10,10.4,0.4,4,1.617,85.38,5.9,-0.2,-0.3,46315,25376,1.82514974779319,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,"Trockenereignisse","Mittwoch","Kuchen","Dez","51",0,-2.24987303652944
2016-12-22,5,230.090005850979,0,7,5.25,8,10.3,0.9,4,0,94.54,6,4.2,3.5,46315,25376,1.82514974779319,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,"Regen","Donnerstag","Kuchen","Dez","51",0,0.48121223457521
2016-12-23,5,187.041433421959,0,7,6.375,9,14.7,2.7,4,0,86.67,7.3,5.2,4.4,46315,25376,1.82514974779319,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,"Trockenereignisse","Freitag","Kuchen","Dez","51",0,1.65607194690909
2016-12-24,5,223.415195457351,0,6,6.125,14,17.8,12.4,4,0.033,88.25,7.3,3.7,2.5,46315,25376,1.82514974779319,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,"Gewitter","Samstag","Kuchen","Dez","51",1,0.185115650793954
2016-12-27,5,264.133101710094,0,6,8.25,21,22.9,0,0,1.017,76.33,8.8,6.7,5.1,46315,25376,1.82514974779319,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Nischt","Dienstag","Kuchen","Dez","52",0,2.06701488059823
2016-12-28,5,250.057179010162,0,4,7.125,12,9.6,0,0,3.783,82,8.1,5.5,3.8,46315,25376,1.82514974779319,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Bewölkung","Mittwoch","Kuchen","Dez","52",0,1.93878461736854
2016-12-29,5,229.50561195356,0,3,3.75,11,10.2,0,0,4.417,79.75,5.7,0.9,-1,46315,25376,1.82514974779319,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Trockenereignisse","Donnerstag","Kuchen","Dez","52",0,-2.35370019416049
2016-12-30,5,414.932011356758,0,4,1.75,10,9.9,0,0,2.8,90.67,2.9,-0.6,-2,46315,25376,1.82514974779319,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Trockenereignisse","Freitag","Kuchen","Dez","52",0,-4.73421004105061
2017-01-02,5,274.034203659944,0,3,1.625,8,7.6,1.7,4,4.5,89.21,4,-1.1,-3.5,35192,17835,1.97319876647042,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,"Bewölkung","Montag","Kuchen","Jan","01",0,-4.23239881311528
2017-01-03,5,245.081683850067,0,7,6,16,20.5,8.6,4,0,90.71,7.9,1.6,0.2,35192,17835,1.97319876647042,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,"Regen","Dienstag","Kuchen","Jan","01",0,-0.34890695642709
2017-01-04,5,281.903440110745,0,4,4,19,22.5,0,4,2.333,68.83,5.6,-0.4,-1.2,35192,17835,1.97319876647042,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Mittwoch","Kuchen","Jan","01",0,-3.630471805427
2017-01-05,5,324.891360318795,0,4,-2.875,15,12.6,0,4,1.85,61.29,0.9,-4.6,-6.3,35192,17835,1.97319876647042,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,"Bewölkung","Donnerstag","Kuchen","Jan","01",0,-12.3498902924554
2017-01-06,5,328.627657201091,0,1,-4.25,6,8,0,4,5,70.83,-3,-8.9,-11.7,35192,17835,1.97319876647042,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,"Nischt","Freitag","Kuchen","Jan","01",0,-10.8662509244642
2017-01-07,5,266.498427552309,0,8,-0.5,11,11.4,0.4,4,0,88.88,3.6,-4.3,-4.4,35192,17835,1.97319876647042,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,"Schnee","Samstag","Kuchen","Jan","01",1,-8.03080665488872
2017-01-08,5,205.527279466295,0,8,2.25,4,7.4,0,4,0,91.08,3.4,0.5,-2,35192,17835,1.97319876647042,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Trockenereignisse","Sonntag","Kuchen","Jan","01",1,-1.53665834095407
2017-01-09,5,169.571265441278,0,8,2.5,6,10.2,0.1,4,0,88.92,3,1.2,0.6,35192,17835,1.97319876647042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Montag","Kuchen","Jan","02",0,-2.29530475826795
2017-01-10,5,203.078663452626,0,7,2.625,9,9.2,0,4,0,88.71,3.1,1.2,0.6,35192,17835,1.97319876647042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trockenereignisse","Dienstag","Kuchen","Jan","02",0,-3.26850341433714
2017-01-11,5,191.103238450091,0,7,4.625,15,19.3,11.2,4,0.117,87.75,7.1,2.8,2,35192,17835,1.97319876647042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Mittwoch","Kuchen","Jan","02",0,-2.05891171984546
2017-01-12,5,172.807199887607,0,4,4.5,16,16.9,4.6,4,2.067,82.67,5.9,1.8,0.1,35192,17835,1.97319876647042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Donnerstag","Kuchen","Jan","02",0,-2.418789607115
2017-01-13,5,250.100370325241,0,3,3.125,7,8.8,1.3,4,3.367,90.17,3.7,0.7,-1.3,35192,17835,1.97319876647042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Freitag","Kuchen","Jan","02",0,-1.91531185461373
2017-01-14,5,281.035649119377,0,2,1.75,10,10.1,0,4,3.567,85.04,2.9,0.4,-1,35192,17835,1.97319876647042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Samstag","Kuchen","Jan","02",1,-4.73421004105061
2017-01-15,5,324.290621664852,0,5,1.375,10,8.8,0,4,1.433,84.33,2.1,-6,-7.5,35192,17835,1.97319876647042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Schnee","Sonntag","Kuchen","Jan","02",1,-5.23107744195484
2017-01-16,5,209.248418962616,0,0,0.25,9,6.6,0,0,5.533,84.79,2,-6.4,-7.8,35192,17835,1.97319876647042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bewölkung","Montag","Kuchen","Jan","03",0,-6.38740114312642
2017-01-17,5,179.153676006878,0,7,0.5,4,5.2,0,0,1.85,86.54,1.6,-5.2,-7.5,35192,17835,1.97319876647042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trockenereignisse","Dienstag","Kuchen","Jan","03",0,-3.68749379722068
2017-01-18,5,237.62827116827,0,7,0.125,8,8.2,0,4,0,81.04,0.9,-1.5,-2.6,35192,17835,1.97319876647042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Mittwoch","Kuchen","Jan","03",0,-6.1828585569872
2017-01-19,5,203.847604046575,0,8,1.5,8,8.7,0,4,0,84.54,2.1,-0.9,-1,35192,17835,1.97319876647042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Donnerstag","Kuchen","Jan","03",0,-4.3949371251046
2017-01-20,5,194.750787927686,0,8,3.625,5,5.6,0,4,0,94.21,4.2,1.7,1.1,35192,17835,1.97319876647042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Freitag","Kuchen","Jan","03",0,-0.399919750407483
2017-01-21,5,228.950555168268,0,7,5.75,5,6.5,0,0,0.183,90.58,6.6,3.3,2.8,35192,17835,1.97319876647042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trockenereignisse","Samstag","Kuchen","Jan","03",1,2.25873575040262
2017-01-22,5,274.515010154733,0,8,1.375,5,5.1,0,4,0,90.63,3.9,-1.1,-1,35192,17835,1.97319876647042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trockenereignisse","Sonntag","Kuchen","Jan","03",1,-3.21496675126523
2017-01-23,5,227.684752239204,0,7,1.125,8,6.8,0,4,0.367,91.08,1.9,-1,-0.9,35192,17835,1.97319876647042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trockenereignisse","Montag","Kuchen","Jan","04",0,-4.88255206107258
2017-01-24,5,232.618667163025,0,7,1.875,8,7.7,0,0,0,97.21,2.4,-0.3,-0.4,35192,17835,1.97319876647042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nebel oder Eisnebel","Dienstag","Kuchen","Jan","04",0,-3.90732218913662
2017-01-25,5,221.039472266449,0,7,-1.25,6,6.3,0,0,0,96.92,-0.3,-2.2,-2.1,35192,17835,1.97319876647042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nebel oder Eisnebel","Mittwoch","Kuchen","Jan","04",0,-7.05694151726587
2017-01-26,5,255.782068916167,0,6,1,7,7.6,0,0,0.833,89.92,1.8,-2.2,-2.2,35192,17835,1.97319876647042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trockenereignisse","Donnerstag","Kuchen","Jan","04",0,-4.64797177078664
2017-01-27,5,234.634393133873,0,0,2.142857,7,7.8,0,0,7.05,73.42,3.5,-1.2,-3.2,35192,17835,1.97319876647042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dunst, Rauch, Staub oder Sand","Freitag","Kuchen","Jan","04",0,-3.17830611722541
2017-01-28,5,332.611346798779,0,1,2.875,5,6,0.7,4,5.933,70.79,4.6,-2.5,-4.3,35192,17835,1.97319876647042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dunst, Rauch, Staub oder Sand","Samstag","Kuchen","Jan","04",1,-1.3382687506934
2017-01-29,5,221.019629284822,0,7,4.75,8,9.6,1.7,4,0,91.17,4.8,-2.4,-3.7,35192,17835,1.97319876647042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Sonntag","Kuchen","Jan","04",1,-0.168941013382099
2017-01-30,5,236.006377891823,0,7,2.625,13,12.8,4.9,4,0,94.29,3.2,1.4,1,35192,17835,1.97319876647042,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,"Regen","Montag","Kuchen","Jan","05",0,-4.36053436864263
2017-01-31,5,213.403139400616,0,7,3.125,15,12.4,0,0,0.1,88.38,3.8,1.8,0.7,35192,17835,1.97319876647042,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,"Trockenereignisse","Dienstag","Kuchen","Jan","05",0,-4.11710743436744
2017-02-01,5,241.547252007214,0,7,1.125,8,10.8,0,4,0,90.88,1.9,0.1,0.2,40392,20708,1.95055051187947,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Mittwoch","Kuchen","Feb","05",0,-4.88255206107258
2017-02-02,5,191.633105336455,0,7,1.75,6,8.5,0.5,4,0,95.46,3.5,0.2,-0.1,40392,20708,1.95055051187947,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Donnerstag","Kuchen","Feb","05",0,-3.24763211006753
2017-02-03,5,220.640999608196,0,7,1.625,6,8.3,1.1,4,0,99.21,2.5,0.8,0.8,40392,20708,1.95055051187947,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Nebel oder Eisnebel","Freitag","Kuchen","Feb","05",0,-3.40635333536746
2017-02-04,5,266.821574321585,0,7,5.75,6,6.4,0.1,4,0.167,96.21,6.7,2.2,2,40392,20708,1.95055051187947,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,"Regen","Samstag","Kuchen","Feb","05",1,1.83144709953025
2017-02-05,5,244.404283981917,0,8,2,10,8.6,1.1,4,0,96.38,4.7,0.8,1,40392,20708,1.95055051187947,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,"Regen","Sonntag","Kuchen","Feb","05",1,-4.40296510711445
2017-02-06,5,220.574521924832,0,7,2.5,12,11.3,0,4,0.233,87.17,3.2,1.2,0.4,40392,20708,1.95055051187947,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"Regen","Montag","Kuchen","Feb","06",0,-4.28555662665598
2017-02-07,5,250.869064544005,0,7,0,12,12.4,0.6,4,0,81.79,1.8,-0.7,-1,40392,20708,1.95055051187947,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"Schnee","Dienstag","Kuchen","Feb","06",0,-7.65006540720978
2017-02-08,5,233.337060178352,0,8,-2,8,12.6,0,4,0,76.29,-0.6,-2.8,-2.8,40392,20708,1.95055051187947,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"Schnee","Mittwoch","Kuchen","Feb","06",0,-8.94600986080576
2017-02-09,5,244.597694878654,0,8,-2.125,11,9.6,0,4,0.033,75.71,-1.5,-3.7,-4,40392,20708,1.95055051187947,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Donnerstag","Kuchen","Feb","06",0,-10.2014650075201
2017-02-10,5,291.991357923282,0,7,-1.75,16,11.9,0,0,0.233,77.83,-0.5,-3.7,-4.5,40392,20708,1.95055051187947,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"Trockenereignisse","Freitag","Kuchen","Feb","06",0,-11.043300651648
2017-02-11,5,265.755181023214,0,7,0,17,15.4,0,4,0,73.75,0.7,-2.1,-3.6,40392,20708,1.95055051187947,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"Bewölkung","Samstag","Kuchen","Feb","06",1,-8.8404225461763
2017-02-12,5,254.571688425132,0,8,0.375,17,12.2,0,4,0,79.71,0.8,-1.2,-2.7,40392,20708,1.95055051187947,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"Trockenereignisse","Sonntag","Kuchen","Feb","06",1,-8.32017971835443
2017-02-13,5,248.698683073908,0,0,-0.25,10,8.8,0,0,7.1,82.75,1,-3.1,-4.3,40392,20708,1.95055051187947,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"Trockenereignisse","Montag","Kuchen","Feb","07",0,-7.38416951253985
2017-02-14,5,241.414722898101,0,2,-0.75,8,5.5,0,0,5.167,90.25,2,-4.3,-6.4,40392,20708,1.95055051187947,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"Nebel oder Eisnebel","Dienstag","Kuchen","Feb","07",0,-7.32062674091249
2017-02-15,5,283.280374872234,0,0,5.875,4,4.7,0,0,7.65,69.75,9.6,-4,-8.1,40392,20708,1.95055051187947,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"Dunst, Rauch, Staub oder Sand","Mittwoch","Kuchen","Feb","07",0,2.9186436755982
2017-02-16,5,290.37633456587,0,7,6.25,10,11.2,2.1,4,1.633,88,6.9,2.6,-1.9,40392,20708,1.95055051187947,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"Regen","Donnerstag","Kuchen","Feb","07",0,1.2281987698002
2017-02-17,5,279.376992517433,0,7,6,9,8.5,0.3,4,0.333,93.63,7.6,4.6,3.8,40392,20708,1.95055051187947,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"Regen","Freitag","Kuchen","Feb","07",0,1.16361441078446
2017-02-18,5,470.50884355386,0,7,4.625,12,9.8,0.2,4,0,90.54,5,2.7,2.5,40392,20708,1.95055051187947,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Samstag","Kuchen","Feb","07",1,-1.42572416318525
2017-02-19,5,314.345356595209,0,7,5.625,8,10.6,1.2,4,0,93.17,6.1,4.7,3.8,40392,20708,1.95055051187947,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"Regen","Sonntag","Kuchen","Feb","07",1,0.968827170543193
2017-02-20,5,172.609783679393,0,7,8,16,15.7,2.1,4,0,94.88,8.3,5.3,4.8,40392,20708,1.95055051187947,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Regen","Montag","Kuchen","Feb","08",0,2.41093657782346
2017-02-21,5,216.340216270472,0,6,7.625,18,15.5,14.9,4,3.383,83.38,8.9,3.9,2.6,40392,20708,1.95055051187947,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Nischt","Dienstag","Kuchen","Feb","08",0,1.58973912148069
2017-02-22,5,193.68895968633,0,6,7.375,20,19.1,2.3,4,0.867,84.79,8.9,4.8,4,40392,20708,1.95055051187947,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Regen","Mittwoch","Kuchen","Feb","08",0,0.961281178259231
2017-02-23,5,270.503133269846,0,7,4.375,22,21.8,17.3,4,0,89.29,7.5,2.5,2.3,40392,20708,1.95055051187947,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Regen","Donnerstag","Kuchen","Feb","08",0,-3.55468931859175
2017-02-24,5,316.95394111832,0,1,4.125,15,16.7,0.3,4,5.967,79.54,6.4,0.8,-0.6,40392,20708,1.95055051187947,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Freitag","Kuchen","Feb","08",0,-2.74497695801945
2017-02-25,5,234.921803571215,0,7,3.375,12,14.1,6.9,4,0,91.38,5.6,0.2,-2.2,40392,20708,1.95055051187947,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Regen","Samstag","Kuchen","Feb","08",1,-3.10797855346215
2017-02-26,5,285.771133555259,0,7,7.5,11,12.7,3.2,4,0,95.42,8.7,5.6,5,40392,20708,1.95055051187947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Sonntag","Kuchen","Feb","08",1,2.65551138883501
2017-02-27,5,225.788574192508,0,8,10.75,11,13,0.3,4,0,76.42,11.1,8.4,7.6,40392,20708,1.95055051187947,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Nischt","Montag","Kuchen","Feb","09",0,6.99682809409777
2017-02-28,5,217.112882821244,0,6,6,15,15.8,4,4,2.133,79.46,9.5,2.7,1,40392,20708,1.95055051187947,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Dienstag","Kuchen","Feb","09",0,-0.172232314866978
2017-03-01,5,184.419259396229,0,6,5,14,11.8,1.3,4,1.3,86.42,6.4,2.6,0.5,54481,24786,2.19805535382877,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Regen","Mittwoch","Kuchen","Mrz","09",0,-1.34926053033103
2017-03-02,5,208.162352876757,0,3,6.5,16,15,1.4,4,2.933,85.33,8.2,3.1,2,54481,24786,2.19805535382877,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Donnerstag","Kuchen","Mrz","09",0,0.341053927135547
2017-03-03,5,233.433296191023,0,2,8.375,10,10.1,0.2,4,6.9,73.88,10.1,3.5,1.8,54481,24786,2.19805535382877,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Bewölkung","Freitag","Kuchen","Mrz","09",0,4.04378070825752
2017-03-04,5,244.654903697285,0,6,9.125,5,5.1,0.2,4,0.783,75.67,10.7,4.1,1.8,54481,24786,2.19805535382877,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Dunst, Rauch, Staub oder Sand","Samstag","Kuchen","Mrz","09",1,6.48130625168925
2017-03-05,5,237.230130489581,0,7,7.375,12,12.2,2.4,4,0.183,87.29,9.1,3.9,0.9,54481,24786,2.19805535382877,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Regen","Sonntag","Kuchen","Mrz","09",1,2.27523549542393
2017-03-06,5,237.36778410527,0,8,3.75,17,13.5,0,4,0,91.29,4.4,1.8,1.4,54481,24786,2.19805535382877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Bewölkung","Montag","Kuchen","Mrz","10",0,-3.63799426795766
2017-03-07,5,221.073127599374,0,7,1.75,7,11.1,0,4,0,83.17,2,0.4,-0.2,54481,24786,2.19805535382877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Dienstag","Kuchen","Mrz","10",0,-3.68350356507856
2017-03-08,5,172.894375808564,0,6,5.75,9,9.8,0.3,4,0.533,81.29,6.9,0.7,0.1,54481,24786,2.19805535382877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Regen","Mittwoch","Kuchen","Mrz","10",0,0.835309386701384
2017-03-09,5,201.981974396535,0,7,7.375,8,11.9,3,4,0.383,91.38,9.2,4.1,3.2,54481,24786,2.19805535382877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Donnerstag","Kuchen","Mrz","10",0,3.24436353839377
2017-03-10,5,220.561031064227,0,4,8.75,16,13.8,0,4,5.25,80.42,10.3,3,1.3,54481,24786,2.19805535382877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Bewölkung","Freitag","Kuchen","Mrz","10",0,3.44587790316742
2017-03-11,5,270.40812557297,0,2,7.75,9,6.3,0,0,5.95,91,9.7,0.8,-2.1,54481,24786,2.19805535382877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Bewölkung","Samstag","Kuchen","Mrz","10",1,3.46174957936604
2017-03-12,5,314.763402436625,0,6,6.375,9,8.5,0,0,2.267,77.25,8,0.5,-2.8,54481,24786,2.19805535382877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Nischt","Sonntag","Kuchen","Mrz","10",1,1.65607194690909
2017-03-13,5,172.62499140603,0,7,6.625,7,7.5,0,0,1.217,77.33,8.6,1.3,-1.3,54481,24786,2.19805535382877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Dunst, Rauch, Staub oder Sand","Montag","Kuchen","Mrz","11",0,2.585539772024
2017-03-14,5,231.454950724527,0,6,10.5,13,14.8,0.2,4,2.083,88.54,12.3,4,3.7,54481,24786,2.19805535382877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Bewölkung","Dienstag","Kuchen","Mrz","11",0,6.31118682508036
2017-03-15,5,228.879500278325,0,0,9.25,16,13.7,0,0,9.55,78.21,11.1,3.9,2.4,54481,24786,2.19805535382877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Dunst, Rauch, Staub oder Sand","Mittwoch","Kuchen","Mrz","11",0,4.13583878673005
2017-03-16,5,213.804929252107,0,5,11.75,9,9.8,0,4,3.667,75.21,14.5,3.9,2.4,54481,24786,2.19805535382877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Nischt","Donnerstag","Kuchen","Mrz","11",0,8.71462996469535
2017-03-17,5,190.177419969815,0,6,6.75,18,16.1,12.3,4,1.783,83.38,10,4.6,4,54481,24786,2.19805535382877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Regen","Freitag","Kuchen","Mrz","11",0,0.369682900549773
2017-03-18,5,241.153245549975,0,5,6.875,22,18.4,0.5,4,4.567,80.79,8.5,1.5,-1.3,54481,24786,2.19805535382877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Samstag","Kuchen","Mrz","11",1,-0.00577242699595715
2017-03-19,5,229.126982582804,0,8,3.875,9,10.8,14.9,4,0,93.67,8.1,0.4,-2.5,54481,24786,2.19805535382877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Schnee","Sonntag","Kuchen","Mrz","11",1,-1.62697829392173
2017-03-20,5,183.265133200934,0,7,10.25,8,20.5,12,4,0.167,94.25,11.1,6,5.7,54481,24786,2.19805535382877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Montag","Kuchen","Mrz","12",0,6.98274471414829
2017-03-21,5,216.705423653414,0,5,8.75,20,18.1,0,4,6.217,75.88,10.8,3.8,1.7,54481,24786,2.19805535382877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Dienstag","Kuchen","Mrz","12",0,2.89657836164186
2017-03-22,5,185.865995045763,0,0,10.75,11,9.3,0,0,11.617,59.71,12.3,2,-2.7,54481,24786,2.19805535382877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bewölkung","Mittwoch","Kuchen","Mrz","12",0,6.99682809409777
2017-03-23,5,199.236085328032,0,4,8.125,11,9,0,0,5.233,73.42,9.9,-1.9,-4.1,54481,24786,2.19805535382877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Donnerstag","Kuchen","Mrz","12",0,3.49037998600092
